token_lower,total_count,initial_upper_count,all_upper_count,initial_upper_ratio,all_upper_ratio
etait,1154,818,13,0.708838821490468,0.011265164644714038
etampes,173,173,1,1.0,0.005780346820809248
etang,25,24,1,0.96,0.04
etangs,9,8,1,0.8888888888888888,0.1111111111111111
etant,150,135,3,0.9,0.02
etaples,19,19,0,1.0,0.0
etat,1022,1013,1,0.9911937377690803,0.0009784735812133072
etats,558,558,3,1.0,0.005376344086021506
etchepalao,13,13,0,1.0,0.0
etchézar,66,66,1,1.0,0.015151515151515152
eteignez,8,8,0,1.0,0.0
etendant,7,5,0,0.7142857142857143,0.0
etendez,6,6,0,1.0,0.0
etendu,26,26,0,1.0,0.0
etendue,19,19,0,1.0,0.0
eternel,181,180,0,0.994475138121547,0.0
eternelle,24,21,1,0.875,0.041666666666666664
eternellement,6,5,0,0.8333333333333334,0.0
eternité,19,19,0,1.0,0.0
etes,587,575,4,0.979557069846678,0.0068143100511073255
ethal,159,159,0,1.0,0.0
ethel,93,93,1,1.0,0.010752688172043012
ethelfleda,14,14,0,1.0,0.0
ethiopie,19,19,0,1.0,0.0
ethiopien,15,15,0,1.0,0.0
ethiopiens,5,5,0,1.0,0.0
ethorel,15,15,0,1.0,0.0
etiamsi,5,5,0,1.0,0.0
etienne,875,874,4,0.9988571428571429,0.004571428571428572
etiennette,10,10,0,1.0,0.0
etiez,22,16,0,0.7272727272727273,0.0
etigny,5,5,0,1.0,0.0
etioles,618,618,3,1.0,0.0048543689320388345
etiolle,102,102,0,1.0,0.0
etions,10,6,0,0.6,0.0
etna,126,126,0,1.0,0.0
etoile,152,152,2,1.0,0.013157894736842105
etoiles,13,7,0,0.5384615384615384,0.0
eton,16,16,0,1.0,0.0
etonnant,10,10,0,1.0,0.0
etonnante,9,9,0,1.0,0.0
etonnement,11,8,6,0.7272727272727273,0.5454545454545454
etonné,44,42,1,0.9545454545454546,0.022727272727272728
etonnée,25,25,0,1.0,0.0
etonnés,8,8,0,1.0,0.0
etoupes,9,9,0,1.0,0.0
etourdi,19,19,1,1.0,0.05263157894736842
etourdie,8,8,0,1.0,0.0
etrange,115,109,6,0.9478260869565217,0.05217391304347826
etranger,23,19,1,0.8260869565217391,0.043478260869565216
etrangers,9,8,1,0.8888888888888888,0.1111111111111111
etranges,10,6,2,0.6,0.2
etrangère,7,6,0,0.8571428571428571,0.0
etrangères,13,13,0,1.0,0.0
etre,303,226,11,0.7458745874587459,0.036303630363036306
etretat,16,16,0,1.0,0.0
etroite,8,5,2,0.625,0.25
etrurie,16,16,0,1.0,0.0
etrusques,5,5,0,1.0,0.0
etrépilly,8,8,0,1.0,0.0
etschef,31,31,1,1.0,0.03225806451612903
ett,13,5,0,0.38461538461538464,0.0
ettelâtè,10,10,0,1.0,0.0
ettenheim,11,11,0,1.0,0.0
etteniotna,5,5,0,1.0,0.0
ettore,35,35,0,1.0,0.0
etude,12,9,0,0.75,0.0
etudes,12,8,0,0.6666666666666666,0.0
etudiants,8,7,0,0.875,0.0
etudie,6,5,0,0.8333333333333334,0.0
etudiez,9,9,0,1.0,0.0
eté,14,10,0,0.7142857142857143,0.0
eubée,9,9,0,1.0,0.0
eucharis,17,17,0,1.0,0.0
eucharistie,94,68,1,0.723404255319149,0.010638297872340425
eucher,13,13,0,1.0,0.0
euclide,14,14,0,1.0,0.0
eucrite,20,20,5,1.0,0.25
eudel,7,7,0,1.0,0.0
eudes,47,47,0,1.0,0.0
eudistes,6,5,0,0.8333333333333334,0.0
eudolfe,7,7,0,1.0,0.0
eudon,14,14,0,1.0,0.0
eudora,38,38,0,1.0,0.0
eudore,38,38,0,1.0,0.0
eudoxe,58,58,0,1.0,0.0
eudoxie,167,167,0,1.0,0.0
eufemia,6,6,0,1.0,0.0
eugène,2694,2694,28,1.0,0.010393466963622866
eugénie,2300,2300,36,1.0,0.01565217391304348
euh,223,130,0,0.5829596412556054,0.0
eulalie,559,558,0,0.998211091234347,0.0
euler,34,34,1,1.0,0.029411764705882353
euloge,57,57,0,1.0,0.0
eumée,8,8,0,1.0,0.0
euménide,19,17,0,0.8947368421052632,0.0
euménides,24,23,0,0.9583333333333334,0.0
eunice,14,14,1,1.0,0.07142857142857142
eunoia,9,9,0,1.0,0.0
eupator,5,5,0,1.0,0.0
eupatoria,6,6,0,1.0,0.0
euphranie,17,17,1,1.0,0.058823529411764705
euphrasie,124,124,0,1.0,0.0
euphrate,37,37,0,1.0,0.0
euphrosia,13,13,0,1.0,0.0
euphrosine,87,87,0,1.0,0.0
euphémie,98,98,0,1.0,0.0
eure,113,105,1,0.9292035398230089,0.008849557522123894
eurecourt,5,5,0,1.0,0.0
eureka,9,8,0,0.8888888888888888,0.0
euripide,69,69,0,1.0,0.0
europe,6226,6226,5,1.0,0.0008030838419530999
européen,748,356,2,0.47593582887700536,0.00267379679144385
européens,1109,762,0,0.6871055004508566,0.0
eurotas,46,46,0,1.0,0.0
eurus,7,7,0,1.0,0.0
euryale,31,31,0,1.0,0.0
eurydice,30,30,0,1.0,0.0
euryloque,17,17,0,1.0,0.0
eurèka,6,6,0,1.0,0.0
euréka,11,10,0,0.9090909090909091,0.0
eurêka,27,22,1,0.8148148148148148,0.037037037037037035
eusebio,37,37,0,1.0,0.0
eustache,606,569,5,0.9389438943894389,0.00825082508250825
eustochie,7,7,0,1.0,0.0
eusèbe,666,666,60,1.0,0.09009009009009009
eusébie,7,7,0,1.0,0.0
eusébio,38,38,0,1.0,0.0
euterpe,13,13,0,1.0,0.0
eutrope,80,80,0,1.0,0.0
euverte,105,105,0,1.0,0.0
euvez,34,34,0,1.0,0.0
euxin,6,6,0,1.0,0.0
euxène,38,38,0,1.0,0.0
euzen,119,119,0,1.0,0.0
eva,329,328,3,0.9969604863221885,0.00911854103343465
evadé,11,11,0,1.0,0.0
evan,10,10,0,1.0,0.0
evandale,401,401,0,1.0,0.0
evangelista,52,24,0,0.46153846153846156,0.0
evangile,241,234,0,0.970954356846473,0.0
evangiles,44,39,0,0.8863636363636364,0.0
evangilles,5,5,0,1.0,0.0
evangélique,15,15,0,1.0,0.0
evangéliste,11,11,0,1.0,0.0
evangélistes,8,8,0,1.0,0.0
evanouie,5,5,0,1.0,0.0
evans,181,181,0,1.0,0.0
evanston,5,5,0,1.0,0.0
evariste,165,165,0,1.0,0.0
evasion,15,15,12,1.0,0.8
eve,141,140,2,0.9929078014184397,0.014184397163120567
eveille,8,5,0,0.625,0.0
eveillez,10,10,0,1.0,0.0
eveillé,8,8,3,1.0,0.375
eveillés,5,5,0,1.0,0.0
evel,82,82,0,1.0,0.0
eveline,181,181,0,1.0,0.0
evelyn,29,29,0,1.0,0.0
evelyne,130,130,2,1.0,0.015384615384615385
even,675,667,5,0.9881481481481481,0.007407407407407408
evening,20,14,0,0.7,0.0
evenon,6,6,0,1.0,0.0
everard,6,6,0,1.0,0.0
everest,382,382,1,1.0,0.002617801047120419
everglades,32,32,0,1.0,0.0
evghénie,7,7,0,1.0,0.0
evian,49,49,0,1.0,0.0
evidemment,643,640,0,0.995334370139969,0.0
evig,10,10,0,1.0,0.0
evil,155,155,1,1.0,0.0064516129032258064
evite,7,7,0,1.0,0.0
eviter,9,6,0,0.6666666666666666,0.0
evitez,9,9,0,1.0,0.0
evitons,8,8,0,1.0,0.0
eviza,9,9,0,1.0,0.0
evohé,11,11,0,1.0,0.0
evrard,229,229,1,1.0,0.004366812227074236
evrauld,6,6,0,1.0,0.0
evremond,14,14,0,1.0,0.0
evremont,18,18,0,1.0,0.0
evreux,38,38,0,1.0,0.0
evry,8,8,0,1.0,0.0
evviva,24,19,0,0.7916666666666666,0.0
evénement,9,9,0,1.0,0.0
evérard,86,86,0,1.0,0.0
evêché,10,10,0,1.0,0.0
evêque,94,93,0,0.9893617021276596,0.0
evêques,7,6,0,0.8571428571428571,0.0
ewald,350,350,2,1.0,0.005714285714285714
ewart,32,32,0,1.0,0.0
ewen,435,435,6,1.0,0.013793103448275862
ewenn,52,52,4,1.0,0.07692307692307693
ewrag,10,10,0,1.0,0.0
examinez,227,120,0,0.5286343612334802,0.0
examinons,166,65,0,0.39156626506024095,0.0
exaudi,41,30,0,0.7317073170731707,0.0
exc,14,10,0,0.7142857142857143,0.0
excellence,3819,2634,62,0.6897093479968578,0.016234616391725583
excellences,119,90,0,0.7563025210084033,0.0
excelsior,57,57,1,1.0,0.017543859649122806
excentric,44,40,0,0.9090909090909091,0.0
except,16,15,5,0.9375,0.3125
exchange,29,24,0,0.8275862068965517,0.0
excideuil,39,39,0,1.0,0.0
excoffon,21,21,0,1.0,0.0
excourbaniès,70,70,0,1.0,0.0
excusez,2197,1430,0,0.650887573964497,0.0
executive,5,5,0,1.0,0.0
exelcis,9,9,1,1.0,0.1111111111111111
exelmans,7,7,0,1.0,0.0
exertier,5,5,0,1.0,0.0
exeter,7,7,0,1.0,0.0
exili,126,126,0,1.0,0.0
exilia,66,66,0,1.0,0.0
exilles,5,5,0,1.0,0.0
exit,17,16,0,0.9411764705882353,0.0
exley,6,6,0,1.0,0.0
exode,116,24,0,0.20689655172413793,0.0
expliquez,1632,812,0,0.49754901960784315,0.0
expliquons,149,63,1,0.4228187919463087,0.006711409395973154
exposition,1270,450,2,0.3543307086614173,0.0015748031496062992
exposons,29,6,0,0.20689655172413793,0.0
expédiez,20,6,0,0.3,0.0
exterminateur,125,34,2,0.272,0.016
exterminez,22,7,0,0.3181818181818182,0.0
externat,54,20,0,0.37037037037037035,0.0
extrablatt,5,5,0,1.0,0.0
exupère,151,151,0,1.0,0.0
exupéry,7,7,0,1.0,0.0
exécutez,71,16,0,0.22535211267605634,0.0
eyblis,45,45,0,1.0,0.0
eyck,34,34,0,1.0,0.0
eydtkuhnen,6,6,1,1.0,0.16666666666666666
eyguies,26,26,0,1.0,0.0
eyguières,6,6,0,1.0,0.0
eylan,34,34,0,1.0,0.0
eylau,122,122,0,1.0,0.0
eymery,5,5,0,1.0,0.0
eynaus,64,64,0,1.0,0.0
eyoub,112,112,13,1.0,0.11607142857142858
eyrans,12,12,0,1.0,0.0
eyre,5,5,0,1.0,0.0
eyry,138,138,0,1.0,0.0
eysenach,49,49,0,1.0,0.0
eyssendeck,8,8,0,1.0,0.0
eyssette,174,174,0,1.0,0.0
eyssus,6,6,0,1.0,0.0
eyzelles,16,16,0,1.0,0.0
eza,10,10,2,1.0,0.2
ezano,5,5,0,1.0,0.0
ezbek,25,25,1,1.0,0.04
ezilda,147,147,1,1.0,0.006802721088435374
ezéchias,8,8,0,1.0,0.0
ezéchiel,107,107,0,1.0,0.0
f,1442,795,795,0.5513176144244105,0.5513176144244105
fa,280,65,4,0.23214285714285715,0.014285714285714285
faaa,7,7,0,1.0,0.0
fabas,9,9,0,1.0,0.0
fabert,169,169,0,1.0,0.0
fabian,1074,1074,1,1.0,0.000931098696461825
fabiani,283,283,2,1.0,0.007067137809187279
fabiano,5,5,0,1.0,0.0
fabien,1054,1054,2,1.0,0.0018975332068311196
fabienne,174,174,0,1.0,0.0
fabio,123,123,0,1.0,0.0
fabiola,96,96,0,1.0,0.0
fabius,364,364,2,1.0,0.005494505494505495
fabra,5,5,0,1.0,0.0
fabre,68,68,2,1.0,0.029411764705882353
fabreguette,188,188,0,1.0,0.0
fabriana,53,53,0,1.0,0.0
fabriano,5,5,0,1.0,0.0
fabrice,1564,1564,0,1.0,0.0
fabricius,60,60,0,1.0,0.0
fabrizio,9,9,0,1.0,0.0
fabrizzio,43,43,0,1.0,0.0
fabry,60,60,0,1.0,0.0
fabrège,22,22,0,1.0,0.0
fabrègues,20,20,0,1.0,0.0
fabrége,7,7,0,1.0,0.0
fabu,5,5,0,1.0,0.0
fabulé,243,243,0,1.0,0.0
fabvier,8,8,0,1.0,0.0
faby,9,9,0,1.0,0.0
fabé,15,15,0,1.0,0.0
facette,40,18,0,0.45,0.0
fachoda,10,10,0,1.0,0.0
facial,256,237,0,0.92578125,0.0
facino,8,8,0,1.0,0.0
fada,8,5,1,0.625,0.125
fadet,62,52,0,0.8387096774193549,0.0
fadette,301,293,0,0.973421926910299,0.0
fadeï,44,44,0,1.0,0.0
fadilah,5,5,0,1.0,0.0
fady,18,14,1,0.7777777777777778,0.05555555555555555
fadéi,95,95,0,1.0,0.0
faenza,7,6,0,0.8571428571428571,0.0
fafa,8,8,0,1.0,0.0
fafard,18,18,0,1.0,0.0
faffenheim,7,7,0,1.0,0.0
fafiou,161,161,0,1.0,0.0
fafner,26,26,0,1.0,0.0
fagan,145,145,0,1.0,0.0
fage,32,32,1,1.0,0.03125
fagerault,190,190,0,1.0,0.0
fagerolles,160,160,0,1.0,0.0
faget,59,59,1,1.0,0.01694915254237288
fagette,20,20,0,1.0,0.0
fagg,131,131,16,1.0,0.12213740458015267
faggiola,16,16,0,1.0,0.0
fagon,38,38,0,1.0,0.0
fagotin,13,9,0,0.6923076923076923,0.0
faguet,5,5,0,1.0,0.0
fahrbach,5,5,0,1.0,0.0
fahrenheit,25,21,0,0.84,0.0
faidherbe,35,35,0,1.0,0.0
faillard,42,42,0,1.0,0.0
faillart,24,24,0,1.0,0.0
faillirait,40,10,0,0.25,0.0
failly,12,12,0,1.0,0.0
fain,19,7,0,0.3684210526315789,0.0
fains,10,5,0,0.5,0.0
fair,34,8,0,0.23529411764705882,0.0
fairbanks,6,6,0,1.0,0.0
fairfax,11,11,0,1.0,0.0
fairmount,6,6,0,1.0,0.0
fairview,18,18,0,1.0,0.0
fairy,63,63,1,1.0,0.015873015873015872
fairéol,40,40,1,1.0,0.025
faisan,237,57,1,0.24050632911392406,0.004219409282700422
faisanderie,98,75,0,0.7653061224489796,0.0
faithburn,6,6,0,1.0,0.0
fakhi,17,17,0,1.0,0.0
falb,29,29,0,1.0,0.0
falberg,23,23,0,1.0,0.0
falbert,9,9,0,1.0,0.0
falcon,20,19,0,0.95,0.0
falcone,390,390,0,1.0,0.0
falconet,6,6,0,1.0,0.0
falconey,98,98,1,1.0,0.01020408163265306
falcord,14,14,0,1.0,0.0
falcoz,15,15,0,1.0,0.0
faldecchi,12,12,0,1.0,0.0
faldella,23,23,0,1.0,0.0
faldensten,121,121,0,1.0,0.0
faldis,25,25,0,1.0,0.0
falempin,7,7,0,1.0,0.0
falerne,21,11,0,0.5238095238095238,0.0
falet,21,20,0,0.9523809523809523,0.0
falettes,6,6,0,1.0,0.0
faletti,18,18,0,1.0,0.0
falgoat,6,6,0,1.0,0.0
falgoux,11,11,0,1.0,0.0
falguière,8,8,0,1.0,0.0
falgéras,12,12,0,1.0,0.0
faliero,8,8,0,1.0,0.0
faligny,251,251,4,1.0,0.01593625498007968
falimbrey,5,5,0,1.0,0.0
falke,9,9,0,1.0,0.0
falkenberg,20,20,0,1.0,0.0
falkenhorst,115,115,0,1.0,0.0
falkenstein,55,55,0,1.0,0.0
falkirck,5,5,0,1.0,0.0
falkland,15,15,0,1.0,0.0
falklands,72,72,0,1.0,0.0
falkstone,18,18,0,1.0,0.0
fall,121,111,0,0.9173553719008265,0.0
falleix,59,59,0,1.0,0.0
fallentin,7,7,0,1.0,0.0
fallières,13,13,0,1.0,0.0
falloux,24,24,0,1.0,0.0
falls,36,34,0,0.9444444444444444,0.0
falmouth,11,11,0,1.0,0.0
falnerra,262,262,1,1.0,0.003816793893129771
faloise,131,131,0,1.0,0.0
falou,72,72,0,1.0,0.0
falourdel,13,13,0,1.0,0.0
falsdone,151,151,1,1.0,0.006622516556291391
false,8,7,0,0.875,0.0
falsetta,8,8,0,1.0,0.0
falstaff,33,33,0,1.0,0.0
falsten,107,107,0,1.0,0.0
falurondondaine,5,5,0,1.0,0.0
falurondondé,5,5,0,1.0,0.0
falémé,9,9,0,1.0,0.0
famagouste,8,8,0,1.0,0.0
fameron,19,19,1,1.0,0.05263157894736842
family,119,67,1,0.5630252100840336,0.008403361344537815
fan,113,92,45,0.8141592920353983,0.39823008849557523
fanandel,14,7,0,0.5,0.0
fanandels,23,14,0,0.6086956521739131,0.0
fancett,13,13,0,1.0,0.0
fanch,12,12,0,1.0,0.0
fanche,46,46,0,1.0,0.0
fanchette,734,734,1,1.0,0.0013623978201634877
fanchon,385,354,9,0.9194805194805195,0.023376623376623377
fanchonnette,8,7,0,0.875,0.0
fancy,130,127,0,0.9769230769230769,0.0
fandango,133,79,0,0.5939849624060151,0.0
fandansec,74,74,1,1.0,0.013513513513513514
fanette,17,17,0,1.0,0.0
fanfan,222,213,4,0.9594594594594594,0.018018018018018018
fanfare,1034,402,4,0.38878143133462284,0.0038684719535783366
fanfarnette,58,58,0,1.0,0.0
fanfarons,112,31,0,0.2767857142857143,0.0
fanferlot,143,143,0,1.0,0.0
fanfiche,9,9,0,1.0,0.0
fanfine,12,12,0,1.0,0.0
fanfreluche,59,56,0,0.9491525423728814,0.0
fang,10,5,0,0.5,0.0
fanières,6,6,0,1.0,0.0
fanjat,10,10,0,1.0,0.0
fanlac,32,32,0,1.0,0.0
fanny,2363,2362,81,0.9995768091409225,0.03427845958527296
fano,8,7,0,0.875,0.0
fanoche,332,332,0,1.0,0.0
fanor,5,5,0,1.0,0.0
fanshowe,82,82,0,1.0,0.0
fantasio,9,9,0,1.0,0.0
fante,5,5,0,1.0,0.0
fantec,5,5,0,1.0,0.0
fantic,18,18,0,1.0,0.0
fantille,47,47,0,1.0,0.0
fantin,47,47,0,1.0,0.0
fantome,11,10,10,0.9090909090909091,0.9090909090909091
fao,6,6,0,1.0,0.0
faouhm,58,58,0,1.0,0.0
faouët,19,19,0,1.0,0.0
faquinette,180,180,1,1.0,0.005555555555555556
far,210,154,0,0.7333333333333333,0.0
faraday,6,6,0,1.0,0.0
faradoni,9,9,0,1.0,0.0
faraman,15,15,0,1.0,0.0
faramineuse,16,15,0,0.9375,0.0
farandal,20,20,0,1.0,0.0
farandole,142,33,0,0.2323943661971831,0.0
farani,20,19,0,0.95,0.0
faraud,223,142,0,0.6367713004484304,0.0
faraudet,9,9,0,1.0,0.0
faravès,22,22,0,1.0,0.0
farax,43,43,0,1.0,0.0
farazyn,59,59,0,1.0,0.0
farcot,9,9,0,1.0,0.0
farcy,45,45,0,1.0,0.0
fardier,93,70,0,0.7526881720430108,0.0
fardouyère,8,8,0,1.0,0.0
fare,37,31,1,0.8378378378378378,0.02702702702702703
farel,9,9,0,1.0,0.0
farelles,8,8,0,1.0,0.0
farero,16,16,0,1.0,0.0
fareu,16,16,0,1.0,0.0
farewell,7,5,1,0.7142857142857143,0.14285714285714285
farfadet,84,45,0,0.5357142857142857,0.0
farfadetti,7,7,0,1.0,0.0
farfalla,8,8,0,1.0,0.0
farfantelot,24,24,0,1.0,0.0
farfantelote,11,11,0,1.0,0.0
fargas,77,77,0,1.0,0.0
farge,126,126,1,1.0,0.007936507936507936
fargeas,125,125,0,1.0,0.0
fargeau,130,130,0,1.0,0.0
fargel,389,389,0,1.0,0.0
fargeollcs,5,5,0,1.0,0.0
fargeolles,518,517,1,0.9980694980694981,0.0019305019305019305
farges,20,20,0,1.0,0.0
fargis,145,145,0,1.0,0.0
fargo,7,7,0,1.0,0.0
fargy,85,85,1,1.0,0.011764705882352941
fargès,10,10,0,1.0,0.0
fari,36,36,0,1.0,0.0
faria,122,122,0,1.0,0.0
farina,10,8,0,0.8,0.0
farinacci,5,5,0,1.0,0.0
farinelli,13,13,0,1.0,0.0
faringhea,204,204,0,1.0,0.0
farinol,21,21,0,1.0,0.0
fario,56,56,0,1.0,0.0
farjasse,10,10,0,1.0,0.0
farlane,347,331,0,0.9538904899135446,0.0
farm,15,13,0,0.8666666666666667,0.0
farman,10,10,0,1.0,0.0
farmente,29,29,0,1.0,0.0
farmouth,9,9,0,1.0,0.0
farnella,92,92,2,1.0,0.021739130434782608
farneuil,17,17,0,1.0,0.0
farney,119,119,5,1.0,0.04201680672268908
farnham,30,30,0,1.0,0.0
farnoux,12,12,0,1.0,0.0
farnow,98,98,0,1.0,0.0
farnèse,589,589,0,1.0,0.0
farnésine,5,5,0,1.0,0.0
faro,92,67,0,0.7282608695652174,0.0
faron,5,5,0,1.0,0.0
farr,6,6,0,1.0,0.0
farrabesche,106,106,0,1.0,0.0
farragut,40,40,0,1.0,0.0
farre,30,30,0,1.0,0.0
farrel,7,7,0,1.0,0.0
farreyrolles,18,18,0,1.0,0.0
farringdon,15,15,0,1.0,0.0
farsan,5,5,0,1.0,0.0
faruc,17,17,0,1.0,0.0
farussi,9,9,0,1.0,0.0
farwell,124,124,2,1.0,0.016129032258064516
fashoda,14,14,0,1.0,0.0
fasolt,8,8,0,1.0,0.0
fasquelle,5,5,2,1.0,0.4
fassefern,6,6,0,1.0,0.0
fastnet,5,5,0,1.0,0.0
fastou,6,6,0,1.0,0.0
fastrada,6,6,0,1.0,0.0
fata,52,32,0,0.6153846153846154,0.0
fatalitas,65,57,0,0.8769230769230769,0.0
fataoua,29,29,0,1.0,0.0
faterland,11,11,0,1.0,0.0
fathi,51,51,0,1.0,0.0
fatih,19,17,0,0.8947368421052632,0.0
fatima,170,170,1,1.0,0.0058823529411764705
fatime,104,104,0,1.0,0.0
fatinitza,145,145,0,1.0,0.0
fatlen,8,8,0,1.0,0.0
fatma,123,123,1,1.0,0.008130081300813009
fatmah,12,12,0,1.0,0.0
fatmé,6,6,0,1.0,0.0
fatou,130,130,5,1.0,0.038461538461538464
fatoum,5,5,0,1.0,0.0
fatouville,6,6,0,1.0,0.0
fau,68,49,1,0.7205882352941176,0.014705882352941176
faubin,14,14,0,1.0,0.0
faublas,46,46,2,1.0,0.043478260869565216
faublin,39,39,0,1.0,0.0
fauchard,13,12,0,0.9230769230769231,0.0
fauche,106,43,1,0.4056603773584906,0.009433962264150943
fauchelevent,29,29,0,1.0,0.0
faucherel,11,11,0,1.0,0.0
faucherie,62,61,0,0.9838709677419355,0.0
fauchery,247,247,0,1.0,0.0
fauchet,13,12,0,0.9230769230769231,0.0
faucigny,24,24,0,1.0,0.0
faucogney,5,5,0,1.0,0.0
faucois,6,6,0,1.0,0.0
faucombe,11,11,0,1.0,0.0
faucompret,57,57,0,1.0,0.0
fauconneries,26,26,0,1.0,0.0
fauconnier,124,41,1,0.33064516129032256,0.008064516129032258
faugerolles,38,38,0,1.0,0.0
faugières,38,38,0,1.0,0.0
faujas,459,459,0,1.0,0.0
faulhorn,12,12,0,1.0,0.0
faunesse,22,5,0,0.22727272727272727,0.0
fauquignon,10,10,0,1.0,0.0
faure,177,175,2,0.9887005649717514,0.011299435028248588
fauriac,12,12,0,1.0,0.0
faurie,5,5,0,1.0,0.0
fauré,49,49,0,1.0,0.0
faust,302,301,1,0.9966887417218543,0.0033112582781456954
fausta,3353,3353,23,1.0,0.006859528780196839
fauste,57,57,0,1.0,0.0
faustin,9,9,2,1.0,0.2222222222222222
faustina,197,197,0,1.0,0.0
faustine,582,582,4,1.0,0.006872852233676976
fausto,6,5,0,0.8333333333333334,0.0
faustus,6,6,1,1.0,0.16666666666666666
fauvarque,488,488,0,1.0,0.0
fauvaz,5,5,0,1.0,0.0
fauveau,28,28,0,1.0,0.0
fauveclare,369,369,0,1.0,0.0
fauvel,708,708,1,1.0,0.0014124293785310734
fauverolles,9,9,3,1.0,0.3333333333333333
fauvette,258,60,5,0.23255813953488372,0.01937984496124031
fauville,334,334,0,1.0,0.0
fauvêpre,49,49,0,1.0,0.0
fav,61,60,0,0.9836065573770492,0.0
favart,66,66,0,1.0,0.0
favas,28,28,0,1.0,0.0
favel,5,5,0,1.0,0.0
favella,28,27,0,0.9642857142857143,0.0
faventines,56,56,0,1.0,0.0
faverange,19,19,0,1.0,0.0
favereye,79,79,0,1.0,0.0
faverges,51,51,0,1.0,0.0
faverlay,42,42,0,1.0,0.0
favernay,41,41,0,1.0,0.0
faverne,54,54,1,1.0,0.018518518518518517
favernet,15,15,1,1.0,0.06666666666666667
faverney,25,25,1,1.0,0.04
faverol,8,8,0,1.0,0.0
faverolles,59,59,0,1.0,0.0
favert,101,101,0,1.0,0.0
favier,360,360,1,1.0,0.002777777777777778
favierres,325,325,0,1.0,0.0
favigny,97,97,0,1.0,0.0
favoral,447,447,0,1.0,0.0
favras,21,21,0,1.0,0.0
favraut,215,215,2,1.0,0.009302325581395349
favraux,93,93,0,1.0,0.0
favre,42,42,0,1.0,0.0
favrelle,6,6,0,1.0,0.0
favrolle,175,175,0,1.0,0.0
favrot,108,108,0,1.0,0.0
favy,100,100,0,1.0,0.0
fax,6,6,0,1.0,0.0
faxland,35,35,0,1.0,0.0
fay,23,23,0,1.0,0.0
faydeau,8,8,0,1.0,0.0
faye,33,26,0,0.7878787878787878,0.0
fayes,124,124,0,1.0,0.0
fayet,7,7,0,1.0,0.0
fayette,673,672,2,0.9985141158989599,0.0029717682020802376
fayettown,5,5,0,1.0,0.0
fayeux,14,14,0,1.0,0.0
fayol,8,8,0,1.0,0.0
fayolle,226,226,3,1.0,0.01327433628318584
fayoum,5,5,0,1.0,0.0
fayoux,17,17,0,1.0,0.0
faypoult,11,11,0,1.0,0.0
fays,9,9,0,1.0,0.0
faz,7,7,0,1.0,0.0
fazélec,5,5,0,1.0,0.0
faâdi,22,22,0,1.0,0.0
faâli,41,41,0,1.0,0.0
faënza,45,44,0,0.9777777777777777,0.0
faïmana,14,14,0,1.0,0.0
faïtningen,12,12,0,1.0,0.0
fe,23,9,0,0.391304347826087,0.0
fearon,8,8,0,1.0,0.0
febvre,6,6,0,1.0,0.0
fechter,5,5,1,1.0,0.2
fectivement,7,5,0,0.7142857142857143,0.0
fedelta,6,6,0,1.0,0.0
fedjedj,15,15,0,1.0,0.0
feel,75,74,0,0.9866666666666667,0.0
fei,6,6,0,1.0,0.0
feilgen,111,111,0,1.0,0.0
felborne,144,144,0,1.0,0.0
felder,8,8,0,1.0,0.0
feldwich,15,15,0,1.0,0.0
felice,419,409,3,0.9761336515513126,0.007159904534606206
felipe,189,189,1,1.0,0.005291005291005291
felipone,62,62,0,1.0,0.0
felippe,28,28,0,1.0,0.0
felix,15,8,3,0.5333333333333333,0.2
felletin,73,73,0,1.0,0.0
felmar,123,123,2,1.0,0.016260162601626018
felon,7,5,0,0.7142857142857143,0.0
felouc,10,10,0,1.0,0.0
felporg,10,10,0,1.0,0.0
felsenheim,234,234,0,1.0,0.0
felton,303,303,0,1.0,0.0
feltre,8,8,0,1.0,0.0
fend,379,111,0,0.2928759894459103,0.0
fendlau,11,11,0,1.0,0.0
fenella,93,93,1,1.0,0.010752688172043012
fenestrange,38,38,0,1.0,0.0
fenestrelle,8,8,0,1.0,0.0
feng,53,53,0,1.0,0.0
fenice,43,43,0,1.0,0.0
fenil,115,56,0,0.48695652173913045,0.0
fenimore,42,42,0,1.0,0.0
fenot,68,68,0,1.0,0.0
fenouille,91,91,0,1.0,0.0
fenouillot,23,23,0,1.0,0.0
fenzilé,5,5,0,1.0,0.0
feramus,18,18,0,1.0,0.0
feraud,8,8,0,1.0,0.0
ferdinand,2265,2265,14,1.0,0.006181015452538631
ferdinande,31,31,0,1.0,0.0
ferdonna,59,59,0,1.0,0.0
ferdys,239,239,0,1.0,0.0
fergent,10,10,0,1.0,0.0
fergus,589,589,2,1.0,0.003395585738539898
fergusson,334,334,3,1.0,0.008982035928143712
feria,41,35,0,0.8536585365853658,0.0
feringhees,5,5,0,1.0,0.0
ferjol,241,241,0,1.0,0.0
ferland,11,11,0,1.0,0.0
fermaille,19,19,0,1.0,0.0
fermez,468,195,0,0.4166666666666667,0.0
fermina,131,131,0,1.0,0.0
fermo,7,6,0,0.8571428571428571,0.0
fermons,70,22,0,0.3142857142857143,0.0
fermont,96,95,0,0.9895833333333334,0.0
fern,6,5,0,0.8333333333333334,0.0
fernambouc,7,7,0,1.0,0.0
fernand,3425,3425,24,1.0,0.0070072992700729924
fernande,1500,1500,5,1.0,0.0033333333333333335
