token_lower,total_count,initial_upper_count,all_upper_count,initial_upper_ratio,all_upper_ratio
lotophages,7,7,0,1.0,0.0
lotos,29,14,1,0.4827586206896552,0.034482758620689655
lottchen,26,26,0,1.0,0.0
lotte,115,107,2,0.9304347826086956,0.017391304347826087
lou,170,52,2,0.3058823529411765,0.011764705882352941
louaisot,399,399,0,1.0,0.0
loualâba,13,13,0,1.0,0.0
louannec,46,46,0,1.0,0.0
louarn,265,265,0,1.0,0.0
loubeaux,20,20,0,1.0,0.0
loubet,128,124,0,0.96875,0.0
loubette,51,51,0,1.0,0.0
loubi,7,7,0,1.0,0.0
loubin,12,12,0,1.0,0.0
loubès,38,38,0,1.0,0.0
louchard,55,55,0,1.0,0.0
louchet,59,58,10,0.9830508474576272,0.1694915254237288
louchonneau,23,23,0,1.0,0.0
loudois,104,104,0,1.0,0.0
loudon,13,13,0,1.0,0.0
loudun,33,33,0,1.0,0.0
louesche,7,7,0,1.0,0.0
louette,70,70,0,1.0,0.0
louez,77,23,0,0.2987012987012987,0.0
louf,52,41,0,0.7884615384615384,0.0
louffi,6,5,0,0.8333333333333334,0.0
lougère,6,6,0,1.0,0.0
louis,24557,20126,146,0.8195626501608503,0.00594535163089954
louisa,519,519,2,1.0,0.0038535645472061657
louisbourg,6,6,0,1.0,0.0
louise,10038,10037,72,0.9999003785614664,0.007172743574417215
louiset,50,50,0,1.0,0.0
louisette,204,204,0,1.0,0.0
louisiane,184,184,1,1.0,0.005434782608695652
louisine,25,25,0,1.0,0.0
louison,708,708,9,1.0,0.012711864406779662
louisville,13,13,0,1.0,0.0
loulon,5,5,0,1.0,0.0
loulou,226,180,0,0.7964601769911505,0.0
louloute,13,6,0,0.46153846153846156,0.0
loumeau,13,13,0,1.0,0.0
loungga,34,34,0,1.0,0.0
louons,26,7,0,0.2692307692307692,0.0
loup,5950,2159,26,0.3628571428571429,0.004369747899159664
loupaing,81,81,0,1.0,0.0
loupat,6,6,0,1.0,0.0
loupias,21,21,0,1.0,0.0
louppy,6,6,0,1.0,0.0
loups,2840,605,11,0.2130281690140845,0.0038732394366197184
louqsor,31,31,0,1.0,0.0
louquez,6,6,0,1.0,0.0
lourches,12,12,0,1.0,0.0
lourcine,40,40,0,1.0,0.0
lourdeville,21,21,0,1.0,0.0
lourdines,174,174,0,1.0,0.0
lourdois,38,38,0,1.0,0.0
louron,14,14,0,1.0,0.0
louroux,16,16,0,1.0,0.0
lourps,7,7,0,1.0,0.0
lourtier,41,41,0,1.0,0.0
loury,7,7,0,1.0,0.0
lousa,5,5,0,1.0,0.0
loustal,48,48,1,1.0,0.020833333333333332
loustalot,185,185,0,1.0,0.0
loustaud,148,148,0,1.0,0.0
lousteau,647,647,1,1.0,0.0015455950540958269
lousteyrie,6,6,0,1.0,0.0
loutouhezi,23,23,1,1.0,0.043478260869565216
loutrel,61,61,0,1.0,0.0
louvain,208,208,3,1.0,0.014423076923076924
louve,748,370,7,0.4946524064171123,0.009358288770053475
louveau,152,152,0,1.0,0.0
louveciennes,27,27,0,1.0,0.0
louvel,24,24,0,1.0,0.0
louvelot,62,62,0,1.0,0.0
louverture,70,70,0,1.0,0.0
louves,87,25,0,0.28735632183908044,0.0
louvet,52,52,1,1.0,0.019230769230769232
louvier,40,40,1,1.0,0.025
louviers,155,154,1,0.9935483870967742,0.0064516129032258064
louvignac,116,116,0,1.0,0.0
louvigni,187,187,1,1.0,0.0053475935828877
louvigny,46,45,0,0.9782608695652174,0.0
louvigné,9,9,0,1.0,0.0
louville,96,96,0,1.0,0.0
louvière,12,12,0,1.0,0.0
louvières,53,53,0,1.0,0.0
louvois,595,595,0,1.0,0.0
louvre,3876,3866,13,0.9974200206398349,0.003353973168214654
louvres,33,33,0,1.0,0.0
louys,10,10,3,1.0,0.3
louzéma,65,65,0,1.0,0.0
louèche,12,12,0,1.0,0.0
lovat,6,6,0,1.0,0.0
love,129,75,0,0.5813953488372093,0.0
lovedy,250,250,3,1.0,0.012
lovel,77,77,1,1.0,0.012987012987012988
lovelace,151,136,1,0.9006622516556292,0.006622516556291391
lovelaces,12,8,0,0.6666666666666666,0.0
lovely,375,368,2,0.9813333333333333,0.005333333333333333
lovendale,13,13,0,1.0,0.0
lovett,12,12,0,1.0,0.0
lovette,23,23,0,1.0,0.0
low,17,14,0,0.8235294117647058,0.0
lowe,58,57,1,0.9827586206896551,0.017241379310344827
lowell,12,12,0,1.0,0.0
lower,6,5,0,0.8333333333333334,0.0
lowertz,5,5,0,1.0,0.0
lowetead,58,58,0,1.0,0.0
loyasse,9,9,0,1.0,0.0
loyola,553,553,5,1.0,0.009041591320072333
loys,177,177,0,1.0,0.0
loyse,76,76,1,1.0,0.013157894736842105
loyseau,18,18,0,1.0,0.0
loysel,7,7,0,1.0,0.0
loyseleur,132,132,89,1.0,0.6742424242424242
loz,8,8,0,1.0,0.0
lozembrune,42,42,0,1.0,0.0
lozières,101,101,0,1.0,0.0
lozère,29,29,0,1.0,0.0
lozès,44,44,0,1.0,0.0
loëche,18,18,0,1.0,0.0
loëve,7,7,0,1.0,0.0
loïc,12,12,0,1.0,0.0
loïs,65,65,1,1.0,0.015384615384615385
loïsa,112,112,1,1.0,0.008928571428571428
loïse,790,789,0,0.9987341772151899,0.0
loïsette,28,28,0,1.0,0.0
loïson,33,33,0,1.0,0.0
luba,14,14,0,1.0,0.0
lubbini,8,8,0,1.0,0.0
lubbock,14,14,0,1.0,0.0
lubeck,28,28,0,1.0,0.0
lubenski,7,7,0,1.0,0.0
lubin,344,337,3,0.9796511627906976,0.00872093023255814
lubrica,7,6,0,0.8571428571428571,0.0
lubriquet,25,25,0,1.0,0.0
luc,1465,1464,11,0.9993174061433447,0.007508532423208191
luca,43,43,0,1.0,0.0
lucain,25,25,1,1.0,0.04
lucan,205,205,2,1.0,0.00975609756097561
lucaney,23,23,0,1.0,0.0
lucanien,8,8,0,1.0,0.0
lucar,24,23,0,0.9583333333333334,0.0
lucas,224,224,2,1.0,0.008928571428571428
lucayes,6,6,0,1.0,0.0
lucca,28,28,0,1.0,0.0
luce,901,895,97,0.9933407325194229,0.1076581576026637
lucel,9,9,0,1.0,0.0
lucenay,203,203,1,1.0,0.0049261083743842365
lucerne,201,201,1,1.0,0.004975124378109453
luces,51,51,0,1.0,0.0
lucette,656,656,1,1.0,0.001524390243902439
luceval,29,29,0,1.0,0.0
lucey,8,8,0,1.0,0.0
luchard,8,8,0,1.0,0.0
luchon,107,107,0,1.0,0.0
lucia,160,159,5,0.99375,0.03125
luciani,74,74,0,1.0,0.0
luciano,252,252,0,1.0,0.0
lucido,11,8,0,0.7272727272727273,0.0
lucie,3384,3381,26,0.999113475177305,0.0076832151300236405
lucien,8124,8123,9,0.9998769079271295,0.0011078286558345643
lucienne,1266,1266,1,1.0,0.0007898894154818325
luciennes,17,17,0,1.0,0.0
lucifer,335,333,0,0.9940298507462687,0.0
lucignan,27,27,0,1.0,0.0
lucile,1909,1909,4,1.0,0.0020953378732320588
lucilio,146,146,0,1.0,0.0
lucillière,288,288,2,1.0,0.006944444444444444
lucinde,145,145,0,1.0,0.0
lucine,8,8,0,1.0,0.0
lucio,14,14,0,1.0,0.0
lucioli,27,27,0,1.0,0.0
lucius,297,297,0,1.0,0.0
luckner,33,33,0,1.0,0.0
lucknow,6,6,0,1.0,0.0
lucot,8,8,0,1.0,0.0
lucotitius,6,6,0,1.0,0.0
lucques,45,45,0,1.0,0.0
lucquois,57,51,0,0.8947368421052632,0.0
lucretia,17,17,0,1.0,0.0
lucrezia,171,171,0,1.0,0.0
lucrin,99,99,0,1.0,0.0
lucrèce,650,650,1,1.0,0.0015384615384615385
lucrèces,6,6,0,1.0,0.0
lucullus,82,81,1,0.9878048780487805,0.012195121951219513
lucy,814,813,3,0.9987714987714987,0.0036855036855036856
lucé,33,33,0,1.0,0.0
lucéram,5,5,0,1.0,0.0
lud,41,41,0,1.0,0.0
lude,60,60,0,1.0,0.0
ludgate,9,9,0,1.0,0.0
ludger,7,7,0,1.0,0.0
ludivine,9,9,0,1.0,0.0
ludka,48,48,0,1.0,0.0
ludlow,19,19,0,1.0,0.0
ludnach,23,23,0,1.0,0.0
ludovic,1793,1793,3,1.0,0.0016731734523145567
ludovica,146,146,0,1.0,0.0
ludovico,12,12,0,1.0,0.0
ludovie,230,230,1,1.0,0.004347826086956522
ludovise,16,16,0,1.0,0.0
ludowig,9,9,0,1.0,0.0
ludoz,21,21,0,1.0,0.0
ludre,10,10,0,1.0,0.0
luduecq,7,7,0,1.0,0.0
ludwic,99,99,0,1.0,0.0
ludwig,357,357,1,1.0,0.0028011204481792717
lugano,39,39,0,1.0,0.0
lugarto,456,456,1,1.0,0.0021929824561403508
lugdunum,6,6,0,1.0,0.0
lugeol,8,8,0,1.0,0.0
lugg,30,30,0,1.0,0.0
luggatt,6,6,0,1.0,0.0
lugie,8,8,0,1.0,0.0
lugny,16,16,0,1.0,0.0
lugné,6,6,0,1.0,0.0
lugos,51,51,0,1.0,0.0
luguet,89,89,4,1.0,0.0449438202247191
luiges,8,8,0,1.0,0.0
luiggi,195,195,0,1.0,0.0
luigi,887,887,2,1.0,0.002254791431792559
luigini,5,5,0,1.0,0.0
luigino,88,88,0,1.0,0.0
luigé,33,33,0,1.0,0.0
luillier,88,88,0,1.0,0.0
luini,22,21,0,0.9545454545454546,0.0
luino,5,5,0,1.0,0.0
luis,1170,1157,5,0.9888888888888889,0.004273504273504274
luisa,1218,1218,1,1.0,0.0008210180623973727
luischen,9,9,0,1.0,0.0
luise,11,5,0,0.45454545454545453,0.0
luisettes,6,5,0,0.8333333333333334,0.0
luitpold,65,65,0,1.0,0.0
luitprand,5,5,0,1.0,0.0
luiz,342,342,2,1.0,0.005847953216374269
luke,40,40,0,1.0,0.0
lula,5,5,0,1.0,0.0
lulitchka,5,5,0,1.0,0.0
lulle,16,16,0,1.0,0.0
lulli,28,28,0,1.0,0.0
lulu,16,16,0,1.0,0.0
lumbres,106,106,0,1.0,0.0
lumeau,16,16,0,1.0,0.0
lumey,30,30,0,1.0,0.0
lumiere,12,6,5,0.5,0.4166666666666667
lumineau,180,180,0,1.0,0.0
lumson,17,17,0,1.0,0.0
lun,11,8,0,0.7272727272727273,0.0
luna,256,251,2,0.98046875,0.0078125
lunat,36,36,2,1.0,0.05555555555555555
lunatic,70,67,1,0.9571428571428572,0.014285714285714285
luneau,78,78,11,1.0,0.14102564102564102
lunebourg,9,9,0,1.0,0.0
lunel,25,25,0,1.0,0.0
luneray,550,550,4,1.0,0.007272727272727273
lunerie,7,7,0,1.0,0.0
lung,6,5,0,0.8333333333333334,0.0
lungarno,10,10,0,1.0,0.0
lunghini,26,26,0,1.0,0.0
lunil,7,7,0,1.0,0.0
lunitz,7,7,0,1.0,0.0
lunney,10,10,0,1.0,0.0
lunéville,143,143,0,1.0,0.0
luong,8,6,0,0.75,0.0
luot,7,7,0,1.0,0.0
lupeaulx,311,311,0,1.0,0.0
lupin,3209,3188,10,0.9934559052664381,0.0031162355874104083
lupini,14,14,0,1.0,0.0
lupus,27,13,1,0.48148148148148145,0.037037037037037035
lure,17,8,0,0.47058823529411764,0.0
lureau,228,228,0,1.0,0.0
lurel,6,6,0,1.0,0.0
luret,36,36,0,1.0,0.0
lurette,83,44,0,0.5301204819277109,0.0
lureux,56,56,0,1.0,0.0
lurier,27,27,0,1.0,0.0
lurley,8,8,0,1.0,0.0
lurot,25,25,0,1.0,0.0
lusance,16,16,0,1.0,0.0
luscignole,102,102,0,1.0,0.0
luserne,14,14,0,1.0,0.0
lusiades,76,76,0,1.0,0.0
lusignan,269,269,0,1.0,0.0
lusitania,5,5,0,1.0,0.0
lusitanie,26,26,0,1.0,0.0
lusitaniens,6,6,0,1.0,0.0
lussac,67,67,0,1.0,0.0
lussan,218,218,1,1.0,0.0045871559633027525
lussay,210,210,0,1.0,0.0
lussey,9,9,0,1.0,0.0
lussieu,7,7,0,1.0,0.0
lussy,27,27,0,1.0,0.0
lustucru,155,152,0,0.9806451612903225,0.0
lutchine,8,8,0,1.0,0.0
lutetia,6,6,0,1.0,0.0
luther,317,317,2,1.0,0.006309148264984227
lutine,44,24,1,0.5454545454545454,0.022727272727272728
lutterbach,9,9,0,1.0,0.0
lutzelbourg,40,40,0,1.0,0.0
lutzelstein,5,5,0,1.0,0.0
lutzen,72,72,0,1.0,0.0
lutzius,37,37,0,1.0,0.0
lutèce,68,68,0,1.0,0.0
lutève,52,52,0,1.0,0.0
luversan,636,636,1,1.0,0.0015723270440251573
luvigny,33,33,0,1.0,0.0
lux,222,186,1,0.8378378378378378,0.0045045045045045045
luxembourg,1394,1394,5,1.0,0.003586800573888092
luxembourgeois,15,10,0,0.6666666666666666,0.0
luxembourgeoise,10,6,0,0.6,0.0
luxeuil,408,407,0,0.9975490196078431,0.0
luxo,9,9,0,1.0,0.0
luxor,9,8,0,0.8888888888888888,0.0
luynes,216,216,0,1.0,0.0
luys,12,12,0,1.0,0.0
luz,518,517,2,0.9980694980694981,0.003861003861003861
luzarche,27,27,1,1.0,0.037037037037037035
luzarches,23,23,0,1.0,0.0
luzarnes,39,39,0,1.0,0.0
luzel,14,14,0,1.0,0.0
luzerne,276,109,2,0.39492753623188404,0.007246376811594203
luzette,18,18,0,1.0,0.0
luzignargues,5,5,0,1.0,0.0
luzzatto,5,5,0,1.0,0.0
luzzi,110,110,4,1.0,0.03636363636363636
luçay,6,6,0,1.0,0.0
luçon,83,83,0,1.0,0.0
lv,56,54,54,0.9642857142857143,0.9642857142857143
lvi,53,53,52,1.0,0.9811320754716981
lvii,47,47,47,1.0,1.0
lviii,44,44,44,1.0,1.0
lx,39,39,39,1.0,1.0
lxi,37,37,37,1.0,1.0
lxii,35,35,35,1.0,1.0
lxiii,32,32,32,1.0,1.0
lxiv,31,31,31,1.0,1.0
lxix,26,26,26,1.0,1.0
lxv,30,30,30,1.0,1.0
lxvi,28,28,28,1.0,1.0
lxvii,30,30,30,1.0,1.0
lxviii,26,26,26,1.0,1.0
lxx,22,22,22,1.0,1.0
lxxi,20,20,20,1.0,1.0
lxxii,20,20,20,1.0,1.0
lxxiii,19,19,19,1.0,1.0
lxxiv,19,19,19,1.0,1.0
lxxix,17,17,17,1.0,1.0
lxxv,18,18,18,1.0,1.0
lxxvi,18,18,18,1.0,1.0
lxxvii,16,16,16,1.0,1.0
lxxviii,17,17,17,1.0,1.0
lxxx,15,15,15,1.0,1.0
lxxxi,16,16,16,1.0,1.0
lxxxii,15,15,15,1.0,1.0
lxxxiii,15,15,15,1.0,1.0
lxxxiv,15,15,15,1.0,1.0
lxxxix,12,12,12,1.0,1.0
lxxxv,14,14,14,1.0,1.0
lxxxvi,13,13,13,1.0,1.0
lxxxvii,11,11,11,1.0,1.0
lxxxviii,12,12,12,1.0,1.0
ly,14,11,0,0.7857142857142857,0.0
lyautey,7,7,0,1.0,0.0
lybicus,5,5,0,1.0,0.0
lybie,10,10,0,1.0,0.0
lybique,30,27,1,0.9,0.03333333333333333
lycopode,46,38,0,0.8260869565217391,0.0
lycoris,11,11,0,1.0,0.0
lycurgue,43,43,0,1.0,0.0
lycénion,50,50,48,1.0,0.96
lyderic,562,562,3,1.0,0.005338078291814947
lydia,607,607,3,1.0,0.004942339373970346
lydias,6,6,0,1.0,0.0
lydie,1415,1415,3,1.0,0.0021201413427561835
lydwine,28,28,1,1.0,0.03571428571428571
lydé,5,5,0,1.0,0.0
lygdamon,17,17,0,1.0,0.0
lykas,6,6,1,1.0,0.16666666666666666
lyll,45,45,0,1.0,0.0
lymburner,5,5,0,1.0,0.0
lynch,81,72,5,0.8888888888888888,0.06172839506172839
lyncée,21,21,0,1.0,0.0
lynrass,7,7,0,1.0,0.0
lynx,234,62,0,0.26495726495726496,0.0
lyon,2187,2187,10,1.0,0.004572473708276178
lyoni,61,61,0,1.0,0.0
lyonna,115,115,0,1.0,0.0
lyonnais,198,145,0,0.7323232323232324,0.0
lyonnaise,46,19,0,0.41304347826086957,0.0
lyonnaises,11,5,0,0.45454545454545453,0.0
lyonne,5,5,0,1.0,0.0
lyonnet,19,19,1,1.0,0.05263157894736842
lyonnette,35,35,0,1.0,0.0
lyons,27,25,0,0.9259259259259259,0.0
lyphard,6,6,0,1.0,0.0
lyrisse,111,111,0,1.0,0.0
lys,807,271,6,0.3358116480793061,0.007434944237918215
lysander,5,5,0,1.0,0.0
lysandre,9,9,0,1.0,0.0
lyse,106,106,0,1.0,0.0
lysiane,5,5,1,1.0,0.2
lysicrates,5,5,0,1.0,0.0
lysippe,6,6,0,1.0,0.0
lysis,479,479,0,1.0,0.0
lysistrata,6,6,0,1.0,0.0
lytton,12,12,0,1.0,0.0
lyvois,5,5,1,1.0,0.2
lâchez,414,209,0,0.5048309178743962,0.0
lân,58,58,0,1.0,0.0
lætitia,150,150,0,1.0,0.0
lèbre,11,10,0,0.9090909090909091,0.0
lème,18,18,0,1.0,0.0
lès,298,89,0,0.2986577181208054,0.0
lèze,17,6,0,0.35294117647058826,0.0
léa,900,900,1,1.0,0.0011111111111111111
léandre,221,221,2,1.0,0.00904977375565611
léao,8,8,0,1.0,0.0
lébanoff,9,9,0,1.0,0.0
lébedka,31,31,0,1.0,0.0
lébérou,10,7,0,0.7,0.0
léchelle,38,38,0,1.0,0.0
lécorcheur,7,7,0,1.0,0.0
lécosse,35,35,0,1.0,0.0
lécurou,18,18,0,1.0,0.0
lécuyer,62,62,0,1.0,0.0
léda,45,45,0,1.0,0.0
lée,34,25,0,0.7352941176470589,0.0
léganès,7,7,0,1.0,0.0
légaré,17,17,0,1.0,0.0
légation,312,108,4,0.34615384615384615,0.01282051282051282
légations,136,110,1,0.8088235294117647,0.007352941176470588
légion,1253,811,3,0.6472466081404629,0.0023942537909018356
légé,26,26,0,1.0,0.0
léila,69,69,0,1.0,0.0
lélette,7,7,0,1.0,0.0
lélia,567,567,0,1.0,0.0
lélian,12,11,0,0.9166666666666666,0.0
lélio,200,200,0,1.0,0.0
lélé,13,9,0,0.6923076923076923,0.0
léman,87,87,0,1.0,0.0
lémon,8,8,0,1.0,0.0
lémor,190,190,0,1.0,0.0
lémurien,11,6,0,0.5454545454545454,0.0
lémuriens,49,43,1,0.8775510204081632,0.02040816326530612
léna,75,74,1,0.9866666666666667,0.013333333333333334
lénette,68,68,0,1.0,0.0
léniers,5,5,0,1.0,0.0
lénik,19,19,0,1.0,0.0
lénine,37,37,0,1.0,0.0
lénita,5,5,0,1.0,0.0
lénor,44,44,0,1.0,0.0
lénore,66,66,0,1.0,0.0
léo,859,858,3,0.9988358556461001,0.0034924330616996507
léoben,7,7,0,1.0,0.0
léocadie,495,495,9,1.0,0.01818181818181818
léodat,47,47,0,1.0,0.0
léogane,25,25,0,1.0,0.0
léon,8104,8103,115,0.9998766041461007,0.014190523198420534
léona,76,76,0,1.0,0.0
léonais,27,21,0,0.7777777777777778,0.0
léonard,1007,1007,12,1.0,0.011916583912611719
léonarde,53,53,0,1.0,0.0
léonce,896,896,17,1.0,0.018973214285714284
léondari,6,6,0,1.0,0.0
léonel,70,70,0,1.0,0.0
léonello,72,72,0,1.0,0.0
léonforte,8,8,0,1.0,0.0
léonhard,6,6,0,1.0,0.0
léonidas,129,129,1,1.0,0.007751937984496124
léonide,715,715,3,1.0,0.004195804195804196
léonie,1490,1490,17,1.0,0.011409395973154362
léonin,329,309,1,0.939209726443769,0.00303951367781155
léonor,625,625,3,1.0,0.0048
léonora,1289,1289,0,1.0,0.0
léonore,665,665,6,1.0,0.009022556390977444
léontine,551,551,5,1.0,0.009074410163339383
léopard,307,113,1,0.36807817589576547,0.003257328990228013
léopold,1604,1602,2,0.9987531172069826,0.0012468827930174563
léopoldine,192,191,0,0.9947916666666666,0.0
léopoldini,10,10,0,1.0,0.0
léotard,14,14,1,1.0,0.07142857142857142
léoville,35,32,0,0.9142857142857143,0.0
lépante,21,21,0,1.0,0.0
lépeaux,19,19,0,1.0,0.0
lépervier,81,81,0,1.0,0.0
lépervié,274,274,0,1.0,0.0
lépide,20,20,0,1.0,0.0
lépine,43,43,0,1.0,0.0
léradec,65,65,0,1.0,0.0
lérens,9,9,0,1.0,0.0
lérici,20,20,0,1.0,0.0
lérida,23,23,0,1.0,0.0
lérin,17,17,0,1.0,0.0
lérins,65,65,0,1.0,0.0
lériot,35,35,0,1.0,0.0
léris,45,45,0,1.0,0.0
léry,19,19,1,1.0,0.05263157894736842
léré,21,21,0,1.0,0.0
lésigny,7,7,0,1.0,0.0
lésin,69,69,0,1.0,0.0
létang,63,63,0,1.0,0.0
léthé,38,38,0,1.0,0.0
létorières,16,16,0,1.0,0.0
létourville,5,5,0,1.0,0.0
létumier,93,93,0,1.0,0.0
lévadette,7,7,0,1.0,0.0
léveillé,80,80,2,1.0,0.025
lévesque,59,59,0,1.0,0.0
lévi,35,35,2,1.0,0.05714285714285714
léviathan,50,39,0,0.78,0.0
léviathans,15,6,0,0.4,0.0
lévichon,9,9,0,1.0,0.0
lévigny,26,26,0,1.0,0.0
lévis,71,71,0,1.0,0.0
lévy,221,221,12,1.0,0.05429864253393665
lévys,7,7,0,1.0,0.0
lévêque,39,39,1,1.0,0.02564102564102564
lézardière,7,7,0,1.0,0.0
lézardrieux,8,8,0,1.0,0.0
lëndau,286,286,0,1.0,0.0
lô,43,42,1,0.9767441860465116,0.023255813953488372
lü,7,7,0,1.0,0.0
lübeck,6,6,0,1.0,0.0
lüchner,43,43,0,1.0,0.0
lügner,10,10,0,1.0,0.0
lützen,8,8,0,1.0,0.0
lœinstein,26,26,0,1.0,0.0
lœtitia,16,15,0,0.9375,0.0
lœven,16,16,0,1.0,0.0
lœvig,9,9,0,1.0,0.0
lœwe,16,16,0,1.0,0.0
maan,6,6,0,1.0,0.0
maarche,6,6,0,1.0,0.0
maase,17,17,0,1.0,0.0
maast,55,55,0,1.0,0.0
mab,57,42,1,0.7368421052631579,0.017543859649122806
mabel,667,667,1,1.0,0.0014992503748125937
mabell,5,5,0,1.0,0.0
mabilais,5,5,0,1.0,0.0
mabile,13,13,0,1.0,0.0
mabille,124,117,0,0.9435483870967742,0.0
mabillon,44,44,0,1.0,0.0
mable,28,27,0,0.9642857142857143,0.0
mably,9,9,0,1.0,0.0
mabon,12,12,0,1.0,0.0
mabuse,10,10,0,1.0,0.0
mac,2887,2855,8,0.9889158295808798,0.0027710426047800486
macabre,310,79,1,0.25483870967741934,0.0032258064516129032
macache,10,5,0,0.5,0.0
macaire,409,408,8,0.9975550122249389,0.019559902200488997
macallan,114,114,1,1.0,0.008771929824561403
macandal,289,289,0,1.0,0.0
macao,82,82,0,1.0,0.0
macar,10,10,0,1.0,0.0
macarena,5,5,0,1.0,0.0
macarie,7,7,0,1.0,0.0
macarit,5,5,0,1.0,0.0
macarone,101,100,1,0.9900990099009901,0.009900990099009901
macartie,7,7,0,1.0,0.0
macarée,61,61,0,1.0,0.0
macaréens,5,5,0,1.0,0.0
macassar,24,24,0,1.0,0.0
macaïbo,37,37,0,1.0,0.0
macbeth,105,105,0,1.0,0.0
macchabée,41,15,0,0.36585365853658536,0.0
macchabées,37,18,0,0.4864864864864865,0.0
macdonald,405,405,1,1.0,0.0024691358024691358
macdonalds,17,17,0,1.0,0.0
macedo,6,6,0,1.0,0.0
maceio,7,7,0,1.0,0.0
macelle,26,26,0,1.0,0.0
macer,5,5,0,1.0,0.0
macferson,27,27,0,1.0,0.0
macgregor,13,13,0,1.0,0.0
macha,131,131,0,1.0,0.0
machabée,13,11,0,0.8461538461538461,0.0
machabées,20,20,0,1.0,0.0
machard,6,6,0,1.0,0.0
machault,137,137,0,1.0,0.0
machaume,13,13,0,1.0,0.0
machaut,5,5,0,1.0,0.0
machecoul,125,125,1,1.0,0.008
machecourt,82,82,0,1.0,0.0
machegrain,30,30,0,1.0,0.0
machiavel,231,230,2,0.9956709956709957,0.008658008658008658
machiavelli,6,6,1,1.0,0.16666666666666666
machiavels,9,9,0,1.0,0.0
machin,148,100,2,0.6756756756756757,0.013513513513513514
machinard,5,5,0,1.0,0.0
machinka,6,6,0,1.0,0.0
machuré,11,10,0,0.9090909090909091,0.0
machærous,10,10,0,1.0,0.0
macin,16,16,0,1.0,0.0
mack,247,246,1,0.9959514170040485,0.004048582995951417
mackay,71,71,0,1.0,0.0
mackensie,35,35,0,1.0,0.0
mackenzie,15,15,0,1.0,0.0
mackgill,17,17,0,1.0,0.0
mackintosh,19,8,0,0.42105263157894735,0.0
maclarey,16,16,0,1.0,0.0
macleod,10,10,0,1.0,0.0
macliave,8,8,0,1.0,0.0
maclof,17,17,0,1.0,0.0
maclou,122,122,0,1.0,0.0
macloune,45,45,2,1.0,0.044444444444444446
macouba,29,25,0,0.8620689655172413,0.0
macoveï,10,10,0,1.0,0.0
macpherson,6,6,0,1.0,0.0
macquarie,24,24,0,1.0,0.0
macquart,281,281,0,1.0,0.0
macqueron,97,97,0,1.0,0.0
macquoi,8,8,0,1.0,0.0
macready,18,18,0,1.0,0.0
macri,6,6,0,1.0,0.0
macrin,8,8,0,1.0,0.0
macrobe,6,5,0,0.8333333333333334,0.0
macrocéphale,89,85,0,0.9550561797752809,0.0
macs,12,8,0,0.6666666666666666,0.0
macta,10,10,0,1.0,0.0
macte,8,7,0,0.875,0.0
macumer,65,65,0,1.0,0.0
macé,106,106,0,1.0,0.0
macédoine,87,68,0,0.7816091954022989,0.0
macédonien,21,16,0,0.7619047619047619,0.0
macédoniens,12,12,1,1.0,0.08333333333333333
mad,73,46,0,0.6301369863013698,0.0
madagascar,221,221,1,1.0,0.004524886877828055
madalen,80,80,0,1.0,0.0
madalena,35,35,0,1.0,0.0
madam,25,9,1,0.36,0.04
madame,121440,33723,1760,0.2776926877470356,0.014492753623188406
madapoura,17,17,0,1.0,0.0
maddalena,15,15,0,1.0,0.0
maddalone,6,6,0,1.0,0.0
made,41,23,1,0.5609756097560976,0.024390243902439025
madecasse,19,10,0,0.5263157894736842,0.0
madecasses,30,24,0,0.8,0.0
madeira,17,17,0,1.0,0.0
madel,713,713,1,1.0,0.001402524544179523
madelaine,67,67,0,1.0,0.0
madeleine,12430,12400,212,0.997586484312148,0.017055510860820595
madeleines,34,28,0,0.8235294117647058,0.0
madelette,20,20,1,1.0,0.05
madeline,205,205,0,1.0,0.0
madelinette,5,5,0,1.0,0.0
madelon,399,399,0,1.0,0.0
madelonnettes,32,32,0,1.0,0.0
madeloun,49,49,0,1.0,0.0
mademoiselle,41705,10725,196,0.25716340966310997,0.004699676297806018
madfrog,6,6,0,1.0,0.0
madge,430,430,2,1.0,0.004651162790697674
madgyars,9,8,0,0.8888888888888888,0.0
madhava,14,14,0,1.0,0.0
madia,15,15,0,1.0,0.0
madinier,50,50,0,1.0,0.0
madiot,180,180,0,1.0,0.0
madison,15,14,0,0.9333333333333333,0.0
madme,64,63,0,0.984375,0.0
madoc,19,19,0,1.0,0.0
madon,10,10,0,1.0,0.0
madona,38,31,1,0.8157894736842105,0.02631578947368421
madone,881,343,2,0.38933030646992056,0.0022701475595913734
madonna,71,49,0,0.6901408450704225,0.0
madou,22,22,0,1.0,0.0
madouard,15,15,0,1.0,0.0
madrague,7,6,0,0.8571428571428571,0.0
madras,288,151,2,0.5243055555555556,0.006944444444444444
madre,81,73,0,0.9012345679012346,0.0
madrid,1005,1005,3,1.0,0.0029850746268656717
madrilène,25,9,0,0.36,0.0
madrilènes,16,13,0,0.8125,0.0
madrina,8,6,0,0.75,0.0
madrolle,10,10,0,1.0,0.0
madura,11,11,2,1.0,0.18181818181818182
madère,339,160,0,0.471976401179941,0.0
madécasse,13,7,0,0.5384615384615384,0.0
madécasses,26,16,0,0.6153846153846154,0.0
maelstrom,15,11,0,0.7333333333333333,0.0
maes,5,5,0,1.0,0.0
maestricht,22,22,0,1.0,0.0
