word,global_frequency,pos,lemma,is_stopword,is_proper_noun_candidate,is_content_pos
faiblesses,1075,NOUN,faiblesse,False,False,True
tirée,1075,VERB,tirer,False,False,True
labeur,1075,NOUN,labeur,False,False,True
raisonnements,1074,NOUN,raisonnement,False,False,True
tendues,1074,ADJ,tendre,False,False,True
redoubla,1074,VERB,redoubler,False,False,True
éprouvée,1074,VERB,éprouver,False,False,True
retentir,1074,VERB,retentir,False,False,True
cafés,1073,ADV,café,False,False,True
amical,1073,ADJ,amical,False,False,True
placées,1073,VERB,placer,False,False,True
sacrilège,1073,NOUN,sacrilège,False,False,True
braconnier,1073,NOUN,braconnier,False,False,True
conclu,1073,VERB,conclure,False,False,True
recommander,1072,VERB,recommander,False,False,True
trompette,1072,NOUN,trompette,False,False,True
pots,1072,NOUN,pot,False,False,True
orages,1072,NOUN,orage,False,False,True
réclamait,1072,VERB,réclamer,False,False,True
répondaient,1071,VERB,répondre,False,False,True
chanté,1071,VERB,chanter,False,False,True
encourager,1071,VERB,encourager,False,False,True
piliers,1071,NOUN,pilier,False,False,True
ormes,1071,NOUN,orme,False,False,True
glissaient,1070,VERB,glisser,False,False,True
cochère,1070,NOUN,cocher,False,False,True
souffrez,1070,VERB,souffrir,False,False,True
entourage,1070,NOUN,entourage,False,False,True
jettent,1070,VERB,jeter,False,False,True
violet,1070,NOUN,violet,False,False,True
hasards,1070,NOUN,hasard,False,False,True
rivières,1069,ADJ,rivière,False,False,True
marquer,1069,VERB,marquer,False,False,True
nef,1069,NOUN,nef,False,False,True
filait,1069,VERB,filer,False,False,True
tiges,1068,NOUN,tige,False,False,True
remarquée,1068,VERB,remarquer,False,False,True
rigide,1068,ADJ,rigide,False,False,True
bruyères,1067,NOUN,bruyère,False,False,True
lierre,1067,NOUN,lierre,False,False,True
convalescence,1067,NOUN,convalescence,False,False,True
eûmes,1067,VERB,avoir,False,False,True
monts,1067,NOUN,mont,False,False,True
élans,1067,NOUN,élan,False,False,True
espions,1067,NOUN,espion,False,False,True
paya,1067,VERB,payer,False,False,True
appartenaient,1067,VERB,appartenir,False,False,True
remerciements,1067,NOUN,remerciement,False,False,True
fiancés,1067,ADJ,fiancé,False,False,True
cuisinier,1066,ADJ,cuisinier,False,False,True
holà,1066,VERB,holà,False,False,True
faveurs,1066,NOUN,faveur,False,False,True
composition,1066,NOUN,composition,False,False,True
avoine,1066,NOUN,avoine,False,False,True
blocs,1066,NOUN,bloc,False,False,True
deviendra,1066,VERB,devenir,False,False,True
substance,1065,NOUN,substance,False,False,True
recommençait,1065,VERB,recommencer,False,False,True
hideuse,1065,ADJ,hideux,False,False,True
constructions,1065,NOUN,construction,False,False,True
conseillé,1065,VERB,conseiller,False,False,True
lacs,1065,ADV,lac,False,False,True
meurent,1065,VERB,mourir,False,False,True
étincelant,1064,ADJ,étincelant,False,False,True
lycée,1064,NOUN,lycée,False,False,True
avouait,1064,VERB,avouer,False,False,True
crème,1064,NOUN,crème,False,False,True
glorieuse,1064,NOUN,glorieuse,False,False,True
manège,1063,NOUN,manège,False,False,True
contents,1063,ADJ,content,False,False,True
document,1063,NOUN,document,False,False,True
nocturnes,1062,ADJ,nocturne,False,False,True
dissimulait,1062,VERB,dissimuler,False,False,True
offerte,1062,VERB,offrir,False,False,True
courageusement,1062,ADV,courageusement,False,False,True
chargeait,1062,VERB,charger,False,False,True
fourrure,1061,NOUN,fourrure,False,False,True
méditations,1061,NOUN,méditation,False,False,True
riz,1061,NOUN,riz,False,False,True
blondes,1061,NOUN,blonde,False,False,True
douairière,1061,NOUN,douairière,False,False,True
organiser,1060,VERB,organiser,False,False,True
taillé,1060,VERB,tailler,False,False,True
narquois,1060,ADV,narquois,False,False,True
trahit,1060,NOUN,trahit,False,False,True
rade,1059,NOUN,rade,False,False,True
prêtes,1059,ADJ,prêt,False,False,True
quarantaine,1059,NOUN,quarantaine,False,False,True
affolée,1059,NOUN,affolé,False,False,True
pires,1059,ADJ,pire,False,False,True
fontainebleau,1059,VERB,fontainebleau,False,False,True
découragé,1059,VERB,décourager,False,False,True
paysages,1059,NOUN,paysage,False,False,True
dîners,1058,NOUN,dîner,False,False,True
guéridon,1058,NOUN,guéridon,False,False,True
pouvoirs,1058,ADJ,pouvoir,False,False,True
égarement,1058,ADV,égarement,False,False,True
débats,1058,NOUN,débat,False,False,True
immédiate,1058,ADJ,immédiat,False,False,True
délit,1057,NOUN,délit,False,False,True
chèvres,1057,ADJ,chèvre,False,False,True
baisant,1057,VERB,baiser,False,False,True
coupait,1057,VERB,couper,False,False,True
sergents,1057,NOUN,sergent,False,False,True
protectrice,1057,NOUN,protecteur,False,False,True
interrogation,1057,NOUN,interrogation,False,False,True
traduire,1057,VERB,traduire,False,False,True
pensaient,1057,VERB,penser,False,False,True
fichu,1057,VERB,fichu,False,False,True
attendrie,1056,VERB,attendrir,False,False,True
fougères,1056,NOUN,fougère,False,False,True
lancée,1056,VERB,lancer,False,False,True
souterrains,1056,ADJ,souterrain,False,False,True
désertes,1055,NOUN,déserte,False,False,True
brisés,1055,VERB,briser,False,False,True
supposait,1055,VERB,supposer,False,False,True
entraînée,1055,VERB,entraîner,False,False,True
insensée,1055,ADJ,insensé,False,False,True
poussèrent,1054,VERB,pousser,False,False,True
abattement,1054,ADJ,abattement,False,False,True
bouffées,1054,NOUN,bouffée,False,False,True
meute,1054,NOUN,meute,False,False,True
cérémonies,1054,NOUN,cérémonie,False,False,True
consacré,1054,VERB,consacrer,False,False,True
affronter,1053,VERB,affronter,False,False,True
adultère,1053,NOUN,adultère,False,False,True
servira,1053,VERB,servir,False,False,True
malheureuses,1053,ADJ,malheureux,False,False,True
irréparable,1053,ADJ,irréparable,False,False,True
tragédie,1053,NOUN,tragédie,False,False,True
recouvrait,1053,VERB,recouvrir,False,False,True
indignée,1053,ADJ,indigné,False,False,True
guillotine,1052,NOUN,guillotine,False,False,True
monarchie,1052,NOUN,monarchie,False,False,True
victoires,1052,NOUN,victoire,False,False,True
médaille,1051,NOUN,médaille,False,False,True
flottant,1051,ADJ,flottant,False,False,True
vaisselle,1051,NOUN,vaisselle,False,False,True
essai,1051,NOUN,essai,False,False,True
publics,1051,ADJ,public,False,False,True
central,1051,ADJ,central,False,False,True
rats,1051,NOUN,rat,False,False,True
positif,1051,ADJ,positif,False,False,True
vend,1051,VERB,vendre,False,False,True
accueillir,1051,VERB,accueillir,False,False,True
buvant,1051,VERB,boire,False,False,True
massacre,1051,NOUN,massacre,False,False,True
modestes,1050,ADJ,modeste,False,False,True
effaça,1050,VERB,effacer,False,False,True
fourneau,1050,NOUN,fourneau,False,False,True
râle,1050,VERB,râle,False,False,True
ricanant,1049,VERB,ricaner,False,False,True
ignoré,1049,VERB,ignorer,False,False,True
combattants,1049,NOUN,combattant,False,False,True
accompagnaient,1049,VERB,accompagner,False,False,True
sifflement,1049,ADV,sifflement,False,False,True
intonation,1049,ADJ,intonation,False,False,True
quittaient,1048,VERB,quitter,False,False,True
planter,1048,VERB,planter,False,False,True
centrale,1048,ADJ,central,False,False,True
parée,1048,VERB,parer,False,False,True
fr,1047,NOUN,fr,False,False,True
généreusement,1047,ADV,généreusement,False,False,True
détective,1047,ADJ,détectiv,False,False,True
princesses,1047,NOUN,princesse,False,False,True
enferma,1046,VERB,enfermer,False,False,True
mette,1046,VERB,mettre,False,False,True
emmeline,1046,NOUN,emmeline,False,False,True
ressenti,1046,VERB,ressentir,False,False,True
furie,1046,NOUN,furie,False,False,True
convulsivement,1046,ADV,convulsivement,False,False,True
gaillards,1046,NOUN,gaillard,False,False,True
marchons,1046,VERB,marcher,False,False,True
entrons,1046,VERB,entrer,False,False,True
détournant,1045,VERB,détourner,False,False,True
mortels,1045,ADJ,mortel,False,False,True
courants,1045,NOUN,courant,False,False,True
défait,1045,VERB,défaire,False,False,True
saluait,1045,VERB,saluer,False,False,True
pinceau,1045,NOUN,pinceau,False,False,True
contemplant,1044,VERB,contempler,False,False,True
moquait,1044,VERB,moquer,False,False,True
décoré,1044,VERB,décorer,False,False,True
mariages,1044,NOUN,mariage,False,False,True
attitudes,1043,NOUN,attitude,False,False,True
trouverons,1043,VERB,trouver,False,False,True
demeures,1043,NOUN,demeure,False,False,True
battus,1043,VERB,battre,False,False,True
assirent,1042,VERB,asseoir,False,False,True
élançant,1042,VERB,élancer,False,False,True
grilles,1042,NOUN,grille,False,False,True
successeur,1042,NOUN,successeur,False,False,True
soulager,1042,VERB,soulager,False,False,True
clôture,1042,NOUN,clôture,False,False,True
soufflet,1042,NOUN,soufflet,False,False,True
entamer,1042,VERB,entamer,False,False,True
élégants,1041,ADJ,élégant,False,False,True
apparurent,1041,VERB,apparaître,False,False,True
brunes,1041,ADJ,brun,False,False,True
informe,1041,VERB,informe,False,False,True
ineffable,1041,ADJ,ineffable,False,False,True
estimait,1041,VERB,estimer,False,False,True
répandue,1041,VERB,répandre,False,False,True
âtre,1041,NOUN,âtre,False,False,True
péchés,1041,NOUN,péché,False,False,True
poème,1040,NOUN,poème,False,False,True
curieuses,1039,ADJ,curieux,False,False,True
spectacles,1039,NOUN,spectacle,False,False,True
lapins,1039,NOUN,lapin,False,False,True
bandeau,1039,NOUN,bandeau,False,False,True
unie,1038,ADJ,uni,False,False,True
affectant,1038,VERB,affecter,False,False,True
connaissiez,1038,VERB,connaître,False,False,True
permettra,1038,VERB,permettre,False,False,True
réveillée,1038,VERB,réveiller,False,False,True
loges,1037,NOUN,loge,False,False,True
causons,1037,VERB,causer,False,False,True
transformé,1037,VERB,transformer,False,False,True
tranche,1036,NOUN,tranche,False,False,True
persiennes,1036,ADJ,persienne,False,False,True
compose,1036,VERB,composer,False,False,True
étape,1036,NOUN,étape,False,False,True
fiche,1036,NOUN,fiche,False,False,True
magnificence,1036,NOUN,magnificence,False,False,True
balançait,1036,VERB,balancer,False,False,True
mystérieusement,1036,ADV,mystérieusement,False,False,True
adorer,1036,VERB,adorer,False,False,True
entrepris,1035,VERB,entreprendre,False,False,True
volontaires,1035,ADJ,volontaire,False,False,True
récolte,1035,VERB,récolte,False,False,True
abîmes,1035,VERB,abîmer,False,False,True
aïeule,1035,NOUN,aïeul,False,False,True
acquise,1035,VERB,acquérir,False,False,True
écossais,1034,ADJ,écossais,False,False,True
interminables,1034,ADJ,interminable,False,False,True
ardentes,1034,ADJ,ardent,False,False,True
bienveillant,1034,ADJ,bienveillant,False,False,True
peintures,1033,NOUN,peinture,False,False,True
implorer,1033,VERB,implorer,False,False,True
enseignement,1032,NOUN,enseignement,False,False,True
obéissait,1032,VERB,obéir,False,False,True
instinctive,1032,ADJ,instinctif,False,False,True
niche,1031,VERB,niche,False,False,True
obéis,1031,VERB,obéir,False,False,True
pâte,1031,NOUN,pâte,False,False,True
divorce,1031,VERB,divorcer,False,False,True
accourait,1030,VERB,accourir,False,False,True
équivoque,1030,ADJ,équivoque,False,False,True
bébé,1030,NOUN,bébé,False,False,True
cure,1030,NOUN,cure,False,False,True
brebis,1030,NOUN,brebis,False,False,True
bienfaiteur,1030,NOUN,bienfaiteur,False,False,True
distinguée,1029,VERB,distinguer,False,False,True
récente,1029,ADJ,récent,False,False,True
emparé,1029,VERB,emparer,False,False,True
allumait,1029,VERB,allumer,False,False,True
verve,1029,NOUN,verve,False,False,True
persuadée,1028,VERB,persuader,False,False,True
plaisanter,1028,VERB,plaisanter,False,False,True
chaire,1028,ADJ,chair,False,False,True
réglé,1028,VERB,régler,False,False,True
comprise,1028,VERB,comprendre,False,False,True
admettant,1028,VERB,admettre,False,False,True
ornement,1028,ADV,ornement,False,False,True
abandonnés,1028,VERB,abandonner,False,False,True
dangereuses,1028,ADJ,dangereux,False,False,True
découvrant,1028,VERB,découvrir,False,False,True
trembla,1028,VERB,trembler,False,False,True
hautement,1028,ADV,hautement,False,False,True
chaux,1027,ADJ,chal,False,False,True
ouvrières,1027,ADJ,ouvrier,False,False,True
artifice,1027,NOUN,artifice,False,False,True
faction,1027,NOUN,faction,False,False,True
maréchale,1027,ADJ,maréchale,False,False,True
offenser,1027,VERB,offenser,False,False,True
somptueux,1027,ADJ,somptueux,False,False,True
rugit,1026,VERB,rugir,False,False,True
entourer,1026,VERB,entourer,False,False,True
attirant,1026,VERB,attirer,False,False,True
ironiquement,1026,ADV,ironiquement,False,False,True
pleurez,1026,ADJ,pleurer,False,False,True
détestait,1025,VERB,détester,False,False,True
adolescent,1025,ADJ,adolescent,False,False,True
prudente,1025,ADJ,prudent,False,False,True
chancelier,1025,ADJ,chancelier,False,False,True
trouverais,1025,VERB,trouver,False,False,True
chemises,1025,NOUN,chemise,False,False,True
monstrueuse,1024,ADJ,monstrueux,False,False,True
étouffa,1024,VERB,étouffer,False,False,True
traînée,1024,VERB,traîner,False,False,True
symbole,1023,NOUN,symbole,False,False,True
invite,1023,VERB,invite,False,False,True
quotidienne,1023,ADJ,quotidien,False,False,True
bonnets,1022,NOUN,bonnet,False,False,True
gredin,1022,NOUN,gredin,False,False,True
etat,1022,NOUN,etat,False,False,True
corsaire,1022,ADJ,corsaire,False,False,True
préférable,1022,ADJ,préférable,False,False,True
pèlerinage,1020,NOUN,pèlerinage,False,False,True
rebelles,1020,ADJ,rebelle,False,False,True
composer,1020,VERB,composer,False,False,True
domaines,1020,NOUN,domaine,False,False,True
ouvrent,1020,VERB,ouvrir,False,False,True
sables,1019,NOUN,sable,False,False,True
alcôve,1019,NOUN,alcôve,False,False,True
manifeste,1019,ADJ,manifeste,False,False,True
feignant,1019,VERB,feindre,False,False,True
suppliante,1018,ADJ,suppliant,False,False,True
apprenez,1018,VERB,apprendre,False,False,True
épousée,1018,VERB,épouser,False,False,True
sanglotant,1018,VERB,sangloter,False,False,True
éblouissement,1017,NOUN,éblouissement,False,False,True
brusques,1017,ADJ,brusque,False,False,True
commentaires,1017,NOUN,commentaire,False,False,True
rougissait,1017,VERB,rougir,False,False,True
ressentit,1017,VERB,ressentir,False,False,True
recouvert,1017,VERB,recouvrir,False,False,True
attendue,1017,VERB,attendre,False,False,True
sournois,1016,NOUN,sournois,False,False,True
racontant,1016,VERB,raconter,False,False,True
neveux,1016,NOUN,neveu,False,False,True
vida,1016,ADJ,vida,False,False,True
sonores,1016,ADJ,sonore,False,False,True
infatigable,1015,ADJ,infatigable,False,False,True
descends,1015,VERB,descendre,False,False,True
aventuriers,1015,NOUN,aventurier,False,False,True
trouvât,1015,VERB,trouver,False,False,True
supplier,1014,VERB,supplier,False,False,True
bonds,1014,NOUN,bond,False,False,True
châtelain,1014,NOUN,châtelain,False,False,True
rapprochés,1014,ADJ,rapprocher,False,False,True
choux,1013,NOUN,chou,False,False,True
dormant,1013,VERB,dormir,False,False,True
retarder,1013,VERB,retarder,False,False,True
donnerez,1013,VERB,donner,False,False,True
sculpteur,1013,NOUN,sculpteur,False,False,True
bagues,1013,NOUN,bague,False,False,True
recommande,1013,VERB,recommander,False,False,True
bruyant,1012,NOUN,bruyant,False,False,True
agenouiller,1012,VERB,agenouiller,False,False,True
professeurs,1012,ADV,professeur,False,False,True
solennellement,1012,ADV,solennellement,False,False,True
décisive,1012,ADJ,décisif,False,False,True
indulgent,1012,ADJ,indulgent,False,False,True
reçois,1010,VERB,recevoir,False,False,True
foncé,1010,ADJ,foncé,False,False,True
renvoyé,1010,VERB,renvoyer,False,False,True
sereine,1010,ADJ,serein,False,False,True
agilité,1010,NOUN,agilité,False,False,True
remué,1009,VERB,remuer,False,False,True
pensent,1008,VERB,penser,False,False,True
philosophes,1008,NOUN,philosophe,False,False,True
semé,1008,VERB,semer,False,False,True
capitaines,1008,NOUN,capitaine,False,False,True
contrarier,1008,VERB,contrarier,False,False,True
rêvant,1008,ADJ,rêvant,False,False,True
fatiguer,1007,VERB,fatiguer,False,False,True
hameau,1007,NOUN,hameau,False,False,True
infidèle,1007,ADJ,infidèle,False,False,True
perpétuelle,1007,ADJ,perpétuel,False,False,True
insulter,1007,VERB,insulter,False,False,True
éclatèrent,1007,VERB,éclater,False,False,True
avidité,1006,NOUN,avidité,False,False,True
boulet,1006,NOUN,boulet,False,False,True
géants,1006,NOUN,géant,False,False,True
contradiction,1005,NOUN,contradiction,False,False,True
épingles,1005,NOUN,épingle,False,False,True
entiers,1005,NOUN,entier,False,False,True
écoutais,1004,VERB,écouter,False,False,True
récompenser,1004,VERB,récompenser,False,False,True
défaillir,1004,VERB,défaillir,False,False,True
déguisement,1004,NOUN,déguisement,False,False,True
écarlate,1004,ADJ,écarlate,False,False,True
mouillés,1004,ADJ,mouiller,False,False,True
municipal,1003,ADJ,municipal,False,False,True
partirai,1002,VERB,partir,False,False,True
dormit,1002,VERB,dormir,False,False,True
raisonner,1002,VERB,raisonner,False,False,True
singulières,1001,ADJ,singulier,False,False,True
accordée,1001,VERB,accorder,False,False,True
arrachée,1001,VERB,arracher,False,False,True
poussés,1000,VERB,pousser,False,False,True
baronnet,1000,NOUN,baronnet,False,False,True
sagement,1000,ADV,sagement,False,False,True
allongé,1000,VERB,allonger,False,False,True
connaisse,1000,VERB,connaître,False,False,True
plut,1000,VERB,pleuvoir,False,False,True
timides,1000,NOUN,timide,False,False,True
fermière,1000,NOUN,fermier,False,False,True
réchauffer,999,ADV,réchauffer,False,False,True
trouvons,999,VERB,trouver,False,False,True
doublé,999,VERB,doubler,False,False,True
museau,999,NOUN,museau,False,False,True
rejeter,999,VERB,rejeter,False,False,True
meublé,998,ADJ,meubler,False,False,True
cassée,998,ADJ,cassé,False,False,True
emplacement,998,NOUN,emplacement,False,False,True
tenus,998,VERB,tenir,False,False,True
élèvent,998,VERB,élever,False,False,True
cède,998,VERB,céder,False,False,True
lus,997,ADJ,lire,False,False,True
brièvement,997,ADV,brièvement,False,False,True
fondé,997,VERB,fonder,False,False,True
paisibles,997,ADJ,paisible,False,False,True
nœuds,996,VERB,nœuds,False,False,True
demeurant,996,VERB,demeurer,False,False,True
imprécations,996,NOUN,imprécation,False,False,True
hospice,996,NOUN,hospice,False,False,True
bénir,996,VERB,bénir,False,False,True
portèrent,996,VERB,porter,False,False,True
mobiles,996,ADJ,mobile,False,False,True
redevint,996,VERB,redevenir,False,False,True
écoulées,996,VERB,écouler,False,False,True
fouilla,995,NOUN,fouilla,False,False,True
évangile,995,ADJ,évangil,False,False,True
seins,994,NOUN,sein,False,False,True
hôtelier,994,ADJ,hôtelier,False,False,True
case,994,NOUN,case,False,False,True
causée,994,VERB,causer,False,False,True
sentent,994,VERB,sentir,False,False,True
reculant,994,VERB,reculer,False,False,True
soutenant,994,VERB,soutenir,False,False,True
légendes,994,NOUN,légende,False,False,True
gonds,994,NOUN,gond,False,False,True
demandée,994,VERB,demander,False,False,True
cravache,994,NOUN,cravache,False,False,True
composaient,994,VERB,composer,False,False,True
haines,994,NOUN,haine,False,False,True
gais,994,NOUN,gai,False,False,True
masques,993,NOUN,masque,False,False,True
évader,993,VERB,évader,False,False,True
goélette,993,NOUN,goélette,False,False,True
mutuellement,993,ADV,mutuellement,False,False,True
palmiers,993,NOUN,palmier,False,False,True
saisissait,993,VERB,saisir,False,False,True
étourdie,992,NOUN,étourdi,False,False,True
rejeté,992,VERB,rejeter,False,False,True
pâlissant,992,VERB,pâlir,False,False,True
rendrai,992,VERB,rendre,False,False,True
merveilleuses,992,NOUN,merveilleux,False,False,True
criminels,992,ADJ,criminel,False,False,True
fragments,991,NOUN,fragment,False,False,True
hagards,991,NOUN,hagard,False,False,True
suppliait,991,VERB,supplier,False,False,True
piquant,991,NOUN,piquant,False,False,True
vérifier,991,VERB,vérifier,False,False,True
détestable,991,ADJ,détestable,False,False,True
parvenus,991,VERB,parvenir,False,False,True
papillons,990,VERB,papiller,False,False,True
renaître,990,VERB,renaître,False,False,True
funèbres,990,ADJ,funèbre,False,False,True
déclarant,990,VERB,déclarer,False,False,True
amitiés,990,NOUN,amitié,False,False,True
mercredi,990,NOUN,mercredi,False,False,True
mandat,989,NOUN,mandat,False,False,True
louanges,989,NOUN,louange,False,False,True
risques,989,NOUN,risque,False,False,True
brilla,989,VERB,briller,False,False,True
gravir,989,VERB,gravir,False,False,True
restées,989,VERB,rester,False,False,True
banal,989,ADJ,banal,False,False,True
attachant,988,VERB,attacher,False,False,True
dalle,988,NOUN,dalle,False,False,True
presqu,988,ADJ,presqu,False,False,True
retentirent,988,VERB,retentir,False,False,True
chauds,988,ADJ,chaud,False,False,True
associés,988,ADJ,associer,False,False,True
rende,988,VERB,rendre,False,False,True
croira,988,VERB,croire,False,False,True
ingrate,987,ADJ,ingrat,False,False,True
intervint,987,VERB,intervenir,False,False,True
inquiétant,987,ADJ,inquiétant,False,False,True
dague,987,NOUN,dague,False,False,True
attendrir,987,VERB,attendrir,False,False,True
brille,987,VERB,briller,False,False,True
détourné,987,VERB,détourner,False,False,True
documents,987,NOUN,document,False,False,True
prévenus,987,NOUN,prévenu,False,False,True
chaos,986,NOUN,chaos,False,False,True
calomnies,986,NOUN,calomnie,False,False,True
tristesses,986,NOUN,tristesse,False,False,True
présentaient,986,VERB,présenter,False,False,True
bondissant,986,VERB,bondir,False,False,True
consulté,986,VERB,consulter,False,False,True
gonflé,985,VERB,gonfler,False,False,True
devenant,985,VERB,devenir,False,False,True
exploitation,985,NOUN,exploitation,False,False,True
surveillant,985,VERB,surveiller,False,False,True
habitaient,985,VERB,habiter,False,False,True
arrivons,984,VERB,arriver,False,False,True
indispensables,984,ADJ,indispensable,False,False,True
paëz,984,ADJ,paëz,False,False,True
feinte,984,ADJ,feindre,False,False,True
instinctif,984,NOUN,instinctif,False,False,True
infinies,983,ADJ,infini,False,False,True
portés,983,VERB,porter,False,False,True
tiroirs,983,NOUN,tiroir,False,False,True
abnégation,983,NOUN,abnégation,False,False,True
dispose,983,VERB,disposer,False,False,True
institution,983,NOUN,institution,False,False,True
égarer,983,VERB,égarer,False,False,True
fusillade,983,NOUN,fusillade,False,False,True
réservait,983,VERB,réserver,False,False,True
arrondissement,982,NOUN,arrondissement,False,False,True
retournée,982,VERB,retourner,False,False,True
évanouissement,982,NOUN,évanouissement,False,False,True
pillage,982,NOUN,pillage,False,False,True
atroces,982,NOUN,atroce,False,False,True
expiation,981,NOUN,expiation,False,False,True
prétendant,981,VERB,prétendre,False,False,True
arrachant,981,VERB,arracher,False,False,True
désespérés,981,ADJ,désespéré,False,False,True
livra,981,VERB,livrer,False,False,True
g,981,NOUN,gramme,False,False,True
disgrâce,980,NOUN,disgrâce,False,False,True
régisseur,980,NOUN,régisseur,False,False,True
glaciale,980,ADJ,glacial,False,False,True
retrouvée,980,VERB,retrouver,False,False,True
conjectures,980,NOUN,conjecture,False,False,True
préoccuper,980,VERB,préoccuper,False,False,True
captif,979,ADJ,captif,False,False,True
continent,979,NOUN,continent,False,False,True
faîte,979,NOUN,faîte,False,False,True
apprendra,979,VERB,apprendre,False,False,True
résiste,978,VERB,résister,False,False,True
figurait,978,VERB,figurer,False,False,True
aveugles,978,ADJ,aveugle,False,False,True
torse,978,ADJ,tors,False,False,True
inférieur,978,ADJ,inférieur,False,False,True
vérités,978,NOUN,vérité,False,False,True
jugeant,978,VERB,juger,False,False,True
compatriote,978,NOUN,compatriote,False,False,True
séant,978,VERB,séer,False,False,True
taciturne,978,ADJ,taciturne,False,False,True
décisif,978,ADJ,décisif,False,False,True
mécanicien,977,NOUN,mécanicien,False,False,True
panneaux,977,NOUN,panneau,False,False,True
comédien,977,NOUN,comédien,False,False,True
cochon,976,NOUN,cochon,False,False,True
électricité,976,NOUN,électricité,False,False,True
aspirations,976,NOUN,aspiration,False,False,True
avocats,975,NOUN,avocat,False,False,True
incliné,975,VERB,incliner,False,False,True
tambours,975,NOUN,tambour,False,False,True
soulevée,975,VERB,soulever,False,False,True
désirais,974,VERB,désirer,False,False,True
signée,974,VERB,signer,False,False,True
agenouillé,974,VERB,agenouiller,False,False,True
patriotisme,973,NOUN,patriotisme,False,False,True
veuf,973,VERB,veuf,False,False,True
citadelle,973,NOUN,citadelle,False,False,True
précédait,973,VERB,précéder,False,False,True
masqué,973,NOUN,masqué,False,False,True
réguliers,972,ADJ,régulier,False,False,True
jouent,972,VERB,jouer,False,False,True
hurlement,972,ADV,hurlement,False,False,True
frémissait,971,VERB,frémir,False,False,True
férocité,971,NOUN,férocité,False,False,True
essaye,970,VERB,essayer,False,False,True
brisées,970,VERB,briser,False,False,True
sympathies,970,NOUN,sympathie,False,False,True
exprimé,970,VERB,exprimer,False,False,True
effacé,970,VERB,effacer,False,False,True
anxieuse,970,ADJ,anxieux,False,False,True
rôder,970,VERB,rôder,False,False,True
fumées,970,NOUN,fumée,False,False,True
oppose,970,VERB,opposer,False,False,True
traîné,969,VERB,traîner,False,False,True
versait,969,VERB,verser,False,False,True
reçues,969,VERB,recevoir,False,False,True
assaillants,969,NOUN,assaillant,False,False,True
envahissait,969,VERB,envahir,False,False,True
cherchons,969,VERB,chercher,False,False,True
écu,968,VERB,écu,False,False,True
rapière,968,NOUN,rapière,False,False,True
garantie,968,NOUN,garantie,False,False,True
séduisante,968,ADJ,séduisant,False,False,True
décharge,967,NOUN,décharge,False,False,True
gênée,967,VERB,gêner,False,False,True
fournit,967,VERB,fournir,False,False,True
appelés,967,VERB,appeler,False,False,True
informations,967,NOUN,information,False,False,True
forçait,967,VERB,forcer,False,False,True
mat,966,ADV,mat,False,False,True
amères,966,ADJ,amer,False,False,True
nerveusement,966,ADV,nerveusement,False,False,True
obligations,966,NOUN,obligation,False,False,True
égarée,966,VERB,égarer,False,False,True
antiquité,966,NOUN,antiquité,False,False,True
splendeurs,966,NOUN,splendeur,False,False,True
champêtre,965,ADJ,champêtre,False,False,True
retirèrent,965,VERB,retirer,False,False,True
ébranla,965,VERB,ébranler,False,False,True
apens,965,NOUN,apen,False,False,True
inspirée,965,VERB,inspirer,False,False,True
croirais,964,VERB,croire,False,False,True
rayonnait,964,VERB,rayonner,False,False,True
soulève,964,VERB,soulever,False,False,True
réveillait,964,VERB,réveiller,False,False,True
reculait,964,VERB,reculer,False,False,True
détente,964,NOUN,détente,False,False,True
dépendait,963,VERB,dépendre,False,False,True
considérant,963,VERB,considérer,False,False,True
grimper,963,VERB,grimper,False,False,True
total,963,ADJ,total,False,False,True
infaillible,963,ADJ,infaillible,False,False,True
attirée,962,VERB,attirer,False,False,True
portera,962,VERB,porter,False,False,True
avisé,962,VERB,aviser,False,False,True
sauras,961,VERB,savoir,False,False,True
vitrée,961,ADJ,vitrer,False,False,True
cuisses,961,NOUN,cuisse,False,False,True
dressant,961,VERB,dresser,False,False,True
mortellement,961,ADV,mortellement,False,False,True
dôme,961,NOUN,dôme,False,False,True
exposée,961,VERB,exposer,False,False,True
couples,961,NOUN,couple,False,False,True
furtivement,961,ADV,furtivement,False,False,True
phénomènes,960,NOUN,phénomène,False,False,True
osez,960,VERB,oser,False,False,True
risquait,960,VERB,risquer,False,False,True
gravit,960,VERB,gravir,False,False,True
frotta,960,VERB,frotter,False,False,True
téméraire,960,ADJ,téméraire,False,False,True
finirait,959,VERB,finir,False,False,True
promet,959,VERB,promettre,False,False,True
finis,959,ADJ,fini,False,False,True
rougi,959,ADJ,rougir,False,False,True
modes,959,NOUN,mode,False,False,True
gagnée,958,VERB,gagner,False,False,True
feignit,958,VERB,feindre,False,False,True
entendent,958,VERB,entendre,False,False,True
étouffant,958,VERB,étouffer,False,False,True
succomber,958,VERB,succomber,False,False,True
échangeaient,957,VERB,échanger,False,False,True
manifester,957,VERB,manifester,False,False,True
impuissante,957,ADJ,impuissant,False,False,True
quittez,957,VERB,quitter,False,False,True
baïonnette,957,NOUN,baïonnette,False,False,True
sabres,957,NOUN,sabre,False,False,True
souverains,957,ADJ,souverain,False,False,True
chanta,956,VERB,chanter,False,False,True
eglise,956,NOUN,eglise,False,False,True
pouls,956,NOUN,pouls,False,False,True
